,Source Name,,,Timestamp,kW Value,,kVAr Value,kVA Value,Demand,
,East_Tower.PA_G1,,,1/1/2019 12:15:00 AM,51.37,,55.14,73.94,13.15625,
,East_Tower.PA_G1,,,1/1/2019 12:30:00 AM,54.45,,56.1,78.85,13.2275,
,East_Tower.PA_G1,,,1/1/2019 12:45:00 AM,25.38,,16.09,36.96,9.97875,
,East_Tower.PA_G1,,,1/1/2019 1:00:00 AM,49.76,,52.83,72.48,9.3925,
,East_Tower.PA_G1,,,1/1/2019 1:15:00 AM,52.18,,56.44,75.69,12.7425,
,East_Tower.PA_G1,,,1/1/2019 1:30:00 AM,52.24,,56.73,78.49,13.0525,
,East_Tower.PA_G1,,,1/1/2019 1:45:00 AM,19.68,,14.56,29.73,8.99,
,East_Tower.PA_G1,,,1/1/2019 2:00:00 AM,43.52,,46.55,63.63,7.9,
,East_Tower.PA_G1,,,1/1/2019 2:15:00 AM,42.3,,40.34,58.09,10.7275,
,East_Tower.PA_G1,,,1/1/2019 2:30:00 AM,41.46,,40.16,57.77,10.47,
,East_Tower.PA_G1,,,1/1/2019 2:45:00 AM,20.96,,15.13,28.79,7.8025,
,East_Tower.PA_G1,,,1/1/2019 3:00:00 AM,43.78,,39.57,59.05,8.0925,
,East_Tower.PA_G1,,,1/1/2019 3:15:00 AM,40.67,,39.98,57.07,10.55625,
,East_Tower.PA_G1,,,1/1/2019 3:30:00 AM,40.28,,40.69,57.27,10.11875,
,East_Tower.PA_G1,,,1/1/2019 3:45:00 AM,22.48,,17.4,31.09,7.845,
,East_Tower.PA_G1,,,1/1/2019 4:00:00 AM,42.31,,40.79,58.8,8.09875,
,East_Tower.PA_G1,,,1/1/2019 4:15:00 AM,41.68,,41.84,59.09,10.49875,
,East_Tower.PA_G1,,,1/1/2019 4:30:00 AM,41.76,,41.89,59.22,10.43,
,East_Tower.PA_G1,,,1/1/2019 4:45:00 AM,28.7,,20.12,37.19,8.8075,
,East_Tower.PA_G1,,,1/1/2019 5:00:00 AM,61.31,,52.38,80.59,11.25125,
,East_Tower.PA_G1,,,1/1/2019 5:15:00 AM,60.28,,52.12,79.64,15.19875,
,East_Tower.PA_G1,,,1/1/2019 5:30:00 AM,61.14,,51.55,80,15.1775,
,East_Tower.PA_G1,,,1/1/2019 5:45:00 AM,26.24,,20.1,34.7,10.9225,
,East_Tower.PA_G1,,,1/1/2019 6:00:00 AM,68.98,,32.78,78.74,11.9025,
,East_Tower.PA_G1,,,1/1/2019 6:15:00 AM,72.84,,19.48,76.26,17.7275,
,East_Tower.PA_G1,,,1/1/2019 6:30:00 AM,88.03,,14.54,89.22,20.10875,
,East_Tower.PA_G1,,,1/1/2019 6:45:00 AM,268.99,,25.64,270.47,44.6275,
,East_Tower.PA_G1,,,1/1/2019 7:00:00 AM,678.33,,100.91,686.03,118.415,
,East_Tower.PA_G1,,,1/1/2019 7:15:00 AM,686.44,,108.88,695.09,170.59625,
,East_Tower.PA_G1,,,1/1/2019 7:30:00 AM,711.35,,129.85,723.1,174.72375,
,East_Tower.PA_G1,,,1/1/2019 7:45:00 AM,497.39,,85.59,505.29,151.0925,
,East_Tower.PA_G1,,,1/1/2019 8:00:00 AM,1076.99,,171.64,1090.5,196.7975,
,East_Tower.PA_G1,,,1/1/2019 8:15:00 AM,975.8,,143.2,986.21,256.59875,
,East_Tower.PA_G1,,,1/1/2019 8:30:00 AM,909.27,,128.93,918.35,235.63375,
,East_Tower.PA_G1,,,1/1/2019 8:45:00 AM,404.8,,57.34,408.84,164.25875,
,East_Tower.PA_G1,,,1/1/2019 9:00:00 AM,904.19,,127.8,913.18,163.62375,
,East_Tower.PA_G1,,,1/1/2019 9:15:00 AM,937.7,,134.89,947.36,230.23625,
,East_Tower.PA_G1,,,1/1/2019 9:30:00 AM,960.65,,139.77,970.77,237.29375,
,East_Tower.PA_G1,,,1/1/2019 9:45:00 AM,480.08,,23.66,485.04,180.09125,
,East_Tower.PA_G1,,,1/1/2019 10:00:00 AM,951.51,,136.73,961.26,178.94875,
,East_Tower.PA_G1,,,1/1/2019 10:15:00 AM,947.93,,136.19,957.68,237.43,
,East_Tower.PA_G1,,,1/1/2019 10:30:00 AM,950.37,,136.66,960.15,237.2875,
,East_Tower.PA_G1,,,1/1/2019 10:45:00 AM,517.89,,33.16,523.22,183.5325,
,East_Tower.PA_G1,,,1/1/2019 11:00:00 AM,953.89,,137.79,963.79,183.9725,
,East_Tower.PA_G1,,,1/1/2019 11:15:00 AM,917.06,,132.91,926.22,233.86875,
,East_Tower.PA_G1,,,1/1/2019 11:30:00 AM,898.62,,127.55,907.7,226.96,
,East_Tower.PA_G1,,,1/1/2019 11:45:00 AM,390.94,,19.23,394.96,161.195,
,East_Tower.PA_G1,,,1/1/2019 12:00:00 PM,907.99,,130.27,917.26,162.36625,
,East_Tower.PA_G1,,,1/1/2019 12:15:00 PM,901.06,,129.97,910.36,226.13125,
,East_Tower.PA_G1,,,1/1/2019 12:30:00 PM,890.72,,128.93,899.98,223.9725,
,East_Tower.PA_G1,,,1/1/2019 12:45:00 PM,377.29,,17.89,381.16,158.50125,
,East_Tower.PA_G1,,,1/1/2019 1:00:00 PM,887.64,,128.41,896.91,158.11625,
,East_Tower.PA_G1,,,1/1/2019 1:15:00 PM,890.22,,127.71,899.19,222.2325,
,East_Tower.PA_G1,,,1/1/2019 1:30:00 PM,890.16,,125.72,899.01,222.5475,
,East_Tower.PA_G1,,,1/1/2019 1:45:00 PM,380.33,,22.04,384.08,158.81125,
,East_Tower.PA_G1,,,1/1/2019 2:00:00 PM,887.91,,126.2,896.86,158.53,
,East_Tower.PA_G1,,,1/1/2019 2:15:00 PM,892.25,,126.67,901.18,222.52,
,East_Tower.PA_G1,,,1/1/2019 2:30:00 PM,892.54,,126.43,901.47,223.09875,
,East_Tower.PA_G1,,,1/1/2019 2:45:00 PM,386.21,,23.47,390.12,159.84375,
,East_Tower.PA_G1,,,1/1/2019 3:00:00 PM,887.25,,126.49,896.23,159.1825,
,East_Tower.PA_G1,,,1/1/2019 3:15:00 PM,899.33,,127.69,908.5,223.3225,
,East_Tower.PA_G1,,,1/1/2019 3:30:00 PM,909.14,,131.35,918.46,226.05875,
,East_Tower.PA_G1,,,1/1/2019 3:45:00 PM,396.47,,27.47,400.56,163.20125,
,East_Tower.PA_G1,,,1/1/2019 4:00:00 PM,880.07,,126.88,889.08,159.5675,
,East_Tower.PA_G1,,,1/1/2019 4:15:00 PM,896.57,,123.83,905.41,222.08,
,East_Tower.PA_G1,,,1/1/2019 4:30:00 PM,873.71,,148.02,885.62,221.285,
,East_Tower.PA_G1,,,1/1/2019 4:45:00 PM,164.35,,2.61,166.61,129.7575,
,East_Tower.PA_G1,,,1/1/2019 5:00:00 PM,686,,114.02,695.4,106.29375,
,East_Tower.PA_G1,,,1/1/2019 5:15:00 PM,689.21,,115.04,698.8,171.90125,
,East_Tower.PA_G1,,,1/1/2019 5:30:00 PM,688,,116.44,697.81,172.15125,
,East_Tower.PA_G1,,,1/1/2019 5:45:00 PM,178.08,,6.85,180.62,108.26,
,East_Tower.PA_G1,,,1/1/2019 6:00:00 PM,692.71,,117.38,702.59,108.84875,
,East_Tower.PA_G1,,,1/1/2019 6:15:00 PM,675.7,,107.67,683.69,171.05125,
,East_Tower.PA_G1,,,1/1/2019 6:30:00 PM,302.71,,50.95,322.88,122.30125,
,East_Tower.PA_G1,,,1/1/2019 6:45:00 PM,30.51,,7.07,36.92,41.6525,
,East_Tower.PA_G1,,,1/1/2019 7:00:00 PM,103.46,,69.58,124.64,16.74625,
,East_Tower.PA_G1,,,1/1/2019 7:15:00 PM,107.5,,74.53,130.83,26.37,
,East_Tower.PA_G1,,,1/1/2019 7:30:00 PM,97.45,,68.83,118.48,25.61875,
,East_Tower.PA_G1,,,1/1/2019 7:45:00 PM,41.33,,22.77,51.22,17.3475,
,East_Tower.PA_G1,,,1/1/2019 8:00:00 PM,83.4,,62.59,103.71,15.59125,
,East_Tower.PA_G1,,,1/1/2019 8:15:00 PM,83.51,,62.61,104.95,20.86375,
,East_Tower.PA_G1,,,1/1/2019 8:30:00 PM,86.18,,66.42,108.84,21.21125,
,East_Tower.PA_G1,,,1/1/2019 8:45:00 PM,18.84,,11.13,23.79,13.1275,
,East_Tower.PA_G1,,,1/1/2019 9:00:00 PM,78.41,,56.4,96.25,12.15625,
,East_Tower.PA_G1,,,1/1/2019 9:15:00 PM,83.49,,59.93,102.88,20.2375,
,East_Tower.PA_G1,,,1/1/2019 9:30:00 PM,86.46,,60.13,105.31,21.24375,
,East_Tower.PA_G1,,,1/1/2019 9:45:00 PM,18.85,,13.16,22.99,13.16375,
,East_Tower.PA_G1,,,1/1/2019 10:00:00 PM,81.69,,52.81,100.73,12.5675,
,East_Tower.PA_G1,,,1/1/2019 10:15:00 PM,48.25,,49.14,66.59,16.2425,
,East_Tower.PA_G1,,,1/1/2019 10:30:00 PM,56.56,,49.87,76.05,13.10125,
,East_Tower.PA_G1,,,1/1/2019 10:45:00 PM,12.32,,46.79,17.91,8.61,
,East_Tower.PA_G1,,,1/1/2019 11:00:00 PM,52.31,,52.77,77.06,8.07875,
,East_Tower.PA_G1,,,1/1/2019 11:15:00 PM,51.07,,52.06,74.36,12.9225,
,East_Tower.PA_G1,,,1/1/2019 11:30:00 PM,52.45,,58.91,76.3,12.94,
,East_Tower.PA_G1,,,1/1/2019 11:45:00 PM,12.89,,54.2,18.88,8.1675,
,East_Tower.PA_G1,,,1/2/2019 12:00:00 AM,48.5,,51.99,71.71,7.67375,
,East_Tower.PA_G1,,,1/2/2019 12:15:00 AM,45.29,,47.66,65.66,11.72375,
,East_Tower.PA_G1,,,1/2/2019 12:30:00 AM,41.89,,47.55,63.43,10.8975,
,East_Tower.PA_G1,,,1/2/2019 12:45:00 AM,13.45,,48.28,20.69,6.9175,
,East_Tower.PA_G1,,,1/2/2019 1:00:00 AM,42.55,,50.99,65.14,7,
,East_Tower.PA_G1,,,1/2/2019 1:15:00 AM,43.48,,48.7,63.66,10.75375,
,East_Tower.PA_G1,,,1/2/2019 1:30:00 AM,41.72,,41.45,58.79,10.65,
,East_Tower.PA_G1,,,1/2/2019 1:45:00 AM,18.15,,41.85,25.77,7.48375,
,East_Tower.PA_G1,,,1/2/2019 2:00:00 AM,44.21,,49.21,61.13,7.795,
,East_Tower.PA_G1,,,1/2/2019 2:15:00 AM,42.47,,42.37,60.02,10.835,
,East_Tower.PA_G1,,,1/2/2019 2:30:00 AM,40.91,,42.4,59.02,10.4225,
,East_Tower.PA_G1,,,1/2/2019 2:45:00 AM,8.82,,42.83,12.42,6.21625,
,East_Tower.PA_G1,,,1/2/2019 3:00:00 AM,42.86,,43.29,60.84,6.46,
,East_Tower.PA_G1,,,1/2/2019 3:15:00 AM,41.87,,43.34,60.34,10.59125,
,East_Tower.PA_G1,,,1/2/2019 3:30:00 AM,42.2,,44.02,61.07,10.50875,
,East_Tower.PA_G1,,,1/2/2019 3:45:00 AM,9.84,,3.82,13.85,6.505,
,East_Tower.PA_G1,,,1/2/2019 4:00:00 AM,43.05,,44.8,62.2,6.61125,
,East_Tower.PA_G1,,,1/2/2019 4:15:00 AM,41.96,,44.34,61,10.62625,
,East_Tower.PA_G1,,,1/2/2019 4:30:00 AM,41.29,,43.43,59.71,10.40625,
,East_Tower.PA_G1,,,1/2/2019 4:45:00 AM,14.78,,6.52,19.42,7.00875,
,East_Tower.PA_G1,,,1/2/2019 5:00:00 AM,60.01,,51.51,79.03,9.34875,
,East_Tower.PA_G1,,,1/2/2019 5:15:00 AM,70.07,,45.24,83.28,16.26,
,East_Tower.PA_G1,,,1/2/2019 5:30:00 AM,74.13,,35.57,82.25,18.025,
,East_Tower.PA_G1,,,1/2/2019 5:45:00 AM,18.01,,10.1,21.9,11.5175,
,East_Tower.PA_G1,,,1/2/2019 6:00:00 AM,72.24,,29.9,78.49,11.28125,
,East_Tower.PA_G1,,,1/2/2019 6:15:00 AM,66.66,,45.27,82.76,17.3625,
,East_Tower.PA_G1,,,1/2/2019 6:30:00 AM,123.22,,53.75,137.32,23.735,
,East_Tower.PA_G1,,,1/2/2019 6:45:00 AM,197.57,,21.38,199.33,40.09875,
,East_Tower.PA_G1,,,1/2/2019 7:00:00 AM,661.59,,98.8,669.1,107.395,
,East_Tower.PA_G1,,,1/2/2019 7:15:00 AM,691.75,,120.68,702.2,169.1675,
,East_Tower.PA_G1,,,1/2/2019 7:30:00 AM,696.51,,125.64,707.87,173.5325,
,East_Tower.PA_G1,,,1/2/2019 7:45:00 AM,133.79,,21.41,136.3,103.7875,
,East_Tower.PA_G1,,,1/2/2019 8:00:00 AM,704.14,,134.66,716.89,104.74125,
,East_Tower.PA_G1,,,1/2/2019 8:15:00 AM,708.38,,135.76,721.29,176.565,
,East_Tower.PA_G1,,,1/2/2019 8:30:00 AM,708.95,,137.57,722.17,177.16625,
,East_Tower.PA_G1,,,1/2/2019 8:45:00 AM,146.88,,26.32,149.63,106.97875,
,East_Tower.PA_G1,,,1/2/2019 9:00:00 AM,733.93,,150.83,750.27,110.10125,
,East_Tower.PA_G1,,,1/2/2019 9:15:00 AM,1146.52,,222.24,1168.09,235.05625,
,East_Tower.PA_G1,,,1/2/2019 9:30:00 AM,1170.87,,203.67,1188.35,289.67375,
,East_Tower.PA_G1,,,1/2/2019 9:45:00 AM,267.34,,39.08,270.18,179.77625,
,East_Tower.PA_G1,,,1/2/2019 10:00:00 AM,921.64,,134.26,931.36,148.6225,
,East_Tower.PA_G1,,,1/2/2019 10:15:00 AM,905.02,,130.42,914.28,228.3325,
,East_Tower.PA_G1,,,1/2/2019 10:30:00 AM,922.19,,130.97,931.55,228.40125,
,East_Tower.PA_G1,,,1/2/2019 10:45:00 AM,272.91,,133.46,275.69,149.3875,
,East_Tower.PA_G1,,,1/2/2019 11:00:00 AM,932.38,,130.46,941.91,150.66125,
,East_Tower.PA_G1,,,1/2/2019 11:15:00 AM,927.33,,133.42,936.77,232.46375,
,East_Tower.PA_G1,,,1/2/2019 11:30:00 AM,880.29,,136.21,890.81,225.9525,
,East_Tower.PA_G1,,,1/2/2019 11:45:00 AM,152.59,,131.32,154.28,129.11,
,East_Tower.PA_G1,,,1/2/2019 12:00:00 PM,896.43,,115.84,906.29,131.1275,
,East_Tower.PA_G1,,,1/2/2019 12:15:00 PM,897.46,,133.78,907.35,224.23625,
,East_Tower.PA_G1,,,1/2/2019 12:30:00 PM,895.75,,133.42,905.65,224.15125,
,East_Tower.PA_G1,,,1/2/2019 12:45:00 PM,162.21,,133.43,164,132.245,
,East_Tower.PA_G1,,,1/2/2019 1:00:00 PM,895.07,,122.47,905.03,132.16,
,East_Tower.PA_G1,,,1/2/2019 1:15:00 PM,899.11,,133.94,909.09,224.2725,
,East_Tower.PA_G1,,,1/2/2019 1:30:00 PM,899.86,,135.52,910.03,224.87125,
,East_Tower.PA_G1,,,1/2/2019 1:45:00 PM,121.29,,0,122.6,127.64375,
,East_Tower.PA_G1,,,1/2/2019 2:00:00 PM,908.03,,135.33,918.08,128.665,
,East_Tower.PA_G1,,,1/2/2019 2:15:00 PM,908.96,,136.05,919.08,227.12375,
,East_Tower.PA_G1,,,1/2/2019 2:30:00 PM,911.32,,135.61,921.36,227.535,
,East_Tower.PA_G1,,,1/2/2019 2:45:00 PM,84.7,,3.54,85.63,124.5025,
,East_Tower.PA_G1,,,1/2/2019 3:00:00 PM,913.7,,135.81,923.75,124.8,
,East_Tower.PA_G1,,,1/2/2019 3:15:00 PM,926.25,,137.67,936.46,229.99375,
,East_Tower.PA_G1,,,1/2/2019 3:30:00 PM,935.95,,141.04,946.51,232.775,
,East_Tower.PA_G1,,,1/2/2019 3:45:00 PM,81.6,,7.58,82.51,127.19375,
,East_Tower.PA_G1,,,1/2/2019 4:00:00 PM,939.13,,140.83,949.63,127.59125,
,East_Tower.PA_G1,,,1/2/2019 4:15:00 PM,941.6,,140.96,952.09,235.09125,
,East_Tower.PA_G1,,,1/2/2019 4:30:00 PM,859.78,,106,868.75,225.1725,
,East_Tower.PA_G1,,,1/2/2019 4:45:00 PM,53.95,,9.71,54.82,114.21625,
,East_Tower.PA_G1,,,1/2/2019 5:00:00 PM,693.8,,96.21,705.92,93.46875,
,East_Tower.PA_G1,,,1/2/2019 5:15:00 PM,694.63,,130.11,706.62,173.55375,
,East_Tower.PA_G1,,,1/2/2019 5:30:00 PM,693.96,,129.59,705.98,173.57375,
,East_Tower.PA_G1,,,1/2/2019 5:45:00 PM,64.86,,129.65,65.99,94.8525,
,East_Tower.PA_G1,,,1/2/2019 6:00:00 PM,695.35,,103.85,707.51,95.02625,
,East_Tower.PA_G1,,,1/2/2019 6:15:00 PM,672.19,,115.79,681.06,170.9425,
,East_Tower.PA_G1,,,1/2/2019 6:30:00 PM,582,,102.14,594.92,156.77375,
,East_Tower.PA_G1,,,1/2/2019 6:45:00 PM,11.84,,39.11,14.58,74.23,
,East_Tower.PA_G1,,,1/2/2019 7:00:00 PM,98.56,,62.65,121.75,13.8,
,East_Tower.PA_G1,,,1/2/2019 7:15:00 PM,84.95,,62.27,104.82,22.93875,
,East_Tower.PA_G1,,,1/2/2019 7:30:00 PM,79.42,,59.82,98.02,20.54625,
,East_Tower.PA_G1,,,1/2/2019 7:45:00 PM,28.92,,58.58,35.81,13.5425,
,East_Tower.PA_G1,,,1/2/2019 8:00:00 PM,81.48,,66.03,99.91,13.8,
,East_Tower.PA_G1,,,1/2/2019 8:15:00 PM,77.73,,52.85,95.11,19.90125,
,East_Tower.PA_G1,,,1/2/2019 8:30:00 PM,85.48,,60.08,104.69,20.40125,
,East_Tower.PA_G1,,,1/2/2019 8:45:00 PM,79.28,,54.67,96.43,20.595,
,East_Tower.PA_G1,,,1/2/2019 9:00:00 PM,94.12,,55.6,116.31,21.675,
,East_Tower.PA_G1,,,1/2/2019 9:15:00 PM,72.13,,52.05,88.02,20.78125,
,East_Tower.PA_G1,,,1/2/2019 9:30:00 PM,74.77,,50.96,90.59,18.3625,
,East_Tower.PA_G1,,,1/2/2019 9:45:00 PM,71.69,,51.76,88.51,18.3075,
,East_Tower.PA_G1,,,1/2/2019 10:00:00 PM,54.82,,35.98,70.71,15.81375,
,East_Tower.PA_G1,,,1/2/2019 10:15:00 PM,41.17,,41.8,57.86,11.99875,
,East_Tower.PA_G1,,,1/2/2019 10:30:00 PM,43.17,,38.65,58.01,10.5425,
,East_Tower.PA_G1,,,1/2/2019 10:45:00 PM,41.41,,38.76,56.72,10.5725,
,East_Tower.PA_G1,,,1/2/2019 11:00:00 PM,37.25,,29.32,51.26,9.8325,
,East_Tower.PA_G1,,,1/2/2019 11:15:00 PM,43.57,,39.56,59.07,10.1025,
,East_Tower.PA_G1,,,1/2/2019 11:30:00 PM,42.55,,41.55,59.52,10.765,
,East_Tower.PA_G1,,,1/2/2019 11:45:00 PM,40.47,,41.59,58.01,10.3775,
,East_Tower.PA_G1,,,1/3/2019 12:00:00 AM,37.57,,34.37,53.91,9.755,
,East_Tower.PA_G1,,,1/3/2019 12:15:00 AM,42.74,,41.25,59.04,10.03875,
,East_Tower.PA_G1,,,1/3/2019 12:30:00 AM,41.03,,36.98,55.24,10.47125,
,East_Tower.PA_G1,,,1/3/2019 12:45:00 AM,41.02,,37.04,55.26,10.25625,
,East_Tower.PA_G1,,,1/3/2019 1:00:00 AM,39.73,,31.71,52.84,10.09375,
,East_Tower.PA_G1,,,1/3/2019 1:15:00 AM,42.36,,37.48,56.57,10.26125,
,East_Tower.PA_G1,,,1/3/2019 1:30:00 AM,40.99,,37.44,55.54,10.41875,
,East_Tower.PA_G1,,,1/3/2019 1:45:00 AM,39.91,,37.9,55.06,10.1125,
,East_Tower.PA_G1,,,1/3/2019 2:00:00 AM,39.59,,33.68,53.24,9.9375,
,East_Tower.PA_G1,,,1/3/2019 2:15:00 AM,40.28,,38.18,55.49,9.98375,
,East_Tower.PA_G1,,,1/3/2019 2:30:00 AM,41.18,,37.9,55.96,10.1825,
,East_Tower.PA_G1,,,1/3/2019 2:45:00 AM,42.18,,37.88,56.7,10.42,
,East_Tower.PA_G1,,,1/3/2019 3:00:00 AM,37.26,,31.97,49.94,9.93,
,East_Tower.PA_G1,,,1/3/2019 3:15:00 AM,41.24,,38.32,56.31,9.8125,
,East_Tower.PA_G1,,,1/3/2019 3:30:00 AM,40.95,,38.63,56.3,10.27375,
,East_Tower.PA_G1,,,1/3/2019 3:45:00 AM,42.15,,38.9,57.36,10.3875,
,East_Tower.PA_G1,,,1/3/2019 4:00:00 AM,35.39,,33.91,49.02,9.6925,
,East_Tower.PA_G1,,,1/3/2019 4:15:00 AM,40.39,,38.87,56.04,9.4725,
,East_Tower.PA_G1,,,1/3/2019 4:30:00 AM,47.15,,40.45,64.22,10.9425,
,East_Tower.PA_G1,,,1/3/2019 4:45:00 AM,56.9,,50.58,76.14,13.00625,
,East_Tower.PA_G1,,,1/3/2019 5:00:00 AM,48.16,,31.83,65.4,13.1325,
,East_Tower.PA_G1,,,1/3/2019 5:15:00 AM,66.63,,50.42,82.38,14.34875,
,East_Tower.PA_G1,,,1/3/2019 5:30:00 AM,74.21,,36.37,82.61,17.605,
,East_Tower.PA_G1,,,1/3/2019 5:45:00 AM,73.01,,36.91,82.16,18.4025,
,East_Tower.PA_G1,,,1/3/2019 6:00:00 AM,65.96,,27.23,74.96,17.37125,
,East_Tower.PA_G1,,,1/3/2019 6:15:00 AM,66.82,,39.98,79.49,16.5975,
,East_Tower.PA_G1,,,1/3/2019 6:30:00 AM,93.74,,44.43,104.17,20.07,
,East_Tower.PA_G1,,,1/3/2019 6:45:00 AM,450.8,,37.3,458.69,68.0675,
,East_Tower.PA_G1,,,1/3/2019 7:00:00 AM,562.11,,63.75,568.22,126.61375,
,East_Tower.PA_G1,,,1/3/2019 7:15:00 AM,677.37,,105.24,686.12,154.935,
,East_Tower.PA_G1,,,1/3/2019 7:30:00 AM,681.88,,129.26,694.27,169.90625,
,East_Tower.PA_G1,,,1/3/2019 7:45:00 AM,676.94,,124.01,688.77,169.8525,
,East_Tower.PA_G1,,,1/3/2019 8:00:00 AM,578.31,,82.55,587.91,156.90625,
,East_Tower.PA_G1,,,1/3/2019 8:15:00 AM,683.1,,128.06,695.05,157.67625,
,East_Tower.PA_G1,,,1/3/2019 8:30:00 AM,683.66,,131.49,695.83,170.845,
,East_Tower.PA_G1,,,1/3/2019 8:45:00 AM,681.3,,133.67,694.48,170.62,
,East_Tower.PA_G1,,,1/3/2019 9:00:00 AM,598.82,,90.64,608.45,160.015,
,East_Tower.PA_G1,,,1/3/2019 9:15:00 AM,690.37,,126.76,701.78,161.14875,
,East_Tower.PA_G1,,,1/3/2019 9:30:00 AM,690.37,,127.82,702.14,172.5925,
,East_Tower.PA_G1,,,1/3/2019 9:45:00 AM,849.52,,155.1,866.01,192.48625,
,East_Tower.PA_G1,,,1/3/2019 10:00:00 AM,922.91,,121.69,933.21,221.55375,
,East_Tower.PA_G1,,,1/3/2019 10:15:00 AM,948.1,,129.39,956.72,233.87625,
,East_Tower.PA_G1,,,1/3/2019 10:30:00 AM,920.26,,124.16,928.49,233.545,
,East_Tower.PA_G1,,,1/3/2019 10:45:00 AM,911.78,,122.39,919.95,229.005,
,East_Tower.PA_G1,,,1/3/2019 11:00:00 AM,973.32,,120.64,982.06,235.6375,
,East_Tower.PA_G1,,,1/3/2019 11:15:00 AM,900.73,,120.87,908.83,234.25625,
,East_Tower.PA_G1,,,1/3/2019 11:30:00 AM,887.67,,118.56,895.55,223.55,
,East_Tower.PA_G1,,,1/3/2019 11:45:00 AM,895.74,,119.56,903.66,222.92625,
,East_Tower.PA_G1,,,1/3/2019 12:00:00 PM,758.9,,94.1,765.72,206.83,
,East_Tower.PA_G1,,,1/3/2019 12:15:00 PM,899.43,,120.71,907.53,207.29125,
,East_Tower.PA_G1,,,1/3/2019 12:30:00 PM,886.3,,119.87,894.36,223.21625,
,East_Tower.PA_G1,,,1/3/2019 12:45:00 PM,886.23,,119.94,894.3,221.56625,
,East_Tower.PA_G1,,,1/3/2019 1:00:00 PM,744.23,,99.23,751.08,203.8075,
,East_Tower.PA_G1,,,1/3/2019 1:15:00 PM,880.43,,121.65,888.8,203.0825,
,East_Tower.PA_G1,,,1/3/2019 1:30:00 PM,890.16,,120.84,898.32,221.32375,
,East_Tower.PA_G1,,,1/3/2019 1:45:00 PM,887.89,,120.64,895.92,222.25625,
,East_Tower.PA_G1,,,1/3/2019 2:00:00 PM,748.96,,63.5,755.76,204.60625,
,East_Tower.PA_G1,,,1/3/2019 2:15:00 PM,891.62,,120.66,899.7,205.0725,
,East_Tower.PA_G1,,,1/3/2019 2:30:00 PM,887.82,,118.37,895.77,222.43,
,East_Tower.PA_G1,,,1/3/2019 2:45:00 PM,878.61,,117.79,886.49,220.80375,
,East_Tower.PA_G1,,,1/3/2019 3:00:00 PM,745.17,,75.61,754.35,202.9725,
,East_Tower.PA_G1,,,1/3/2019 3:15:00 PM,900.08,,143.68,911.56,205.65625,
,East_Tower.PA_G1,,,1/3/2019 3:30:00 PM,909.47,,145.35,921.28,226.19375,
,East_Tower.PA_G1,,,1/3/2019 3:45:00 PM,913.91,,135.42,923.26,227.9225,
,East_Tower.PA_G1,,,1/3/2019 4:00:00 PM,778.58,,72.84,785.87,211.56125,
,East_Tower.PA_G1,,,1/3/2019 4:15:00 PM,907.76,,127.09,916.48,210.7925,
,East_Tower.PA_G1,,,1/3/2019 4:30:00 PM,725.07,,128.43,736.99,204.10375,
,East_Tower.PA_G1,,,1/3/2019 4:45:00 PM,687.31,,128.66,699.13,176.5475,
,East_Tower.PA_G1,,,1/3/2019 5:00:00 PM,736.01,,105.83,748.58,177.915,
,East_Tower.PA_G1,,,1/3/2019 5:15:00 PM,684.56,,126.25,695.98,177.57125,
,East_Tower.PA_G1,,,1/3/2019 5:30:00 PM,681.93,,126.28,693.3,170.81125,
,East_Tower.PA_G1,,,1/3/2019 5:45:00 PM,686.31,,126.34,697.86,171.03,
,East_Tower.PA_G1,,,1/3/2019 6:00:00 PM,566.35,,77.81,575.91,156.5825,
,East_Tower.PA_G1,,,1/3/2019 6:15:00 PM,662.73,,119.15,672.66,153.635,
,East_Tower.PA_G1,,,1/3/2019 6:30:00 PM,483,,94.92,498.59,143.21625,
,East_Tower.PA_G1,,,1/3/2019 6:45:00 PM,114.4,,45.62,132.74,74.675,
,East_Tower.PA_G1,,,1/3/2019 7:00:00 PM,80.43,,46.69,99.73,24.35375,
,East_Tower.PA_G1,,,1/3/2019 7:15:00 PM,76.36,,59.36,94.9,19.59875,
,East_Tower.PA_G1,,,1/3/2019 7:30:00 PM,85.33,,56.99,104.28,20.21125,
,East_Tower.PA_G1,,,1/3/2019 7:45:00 PM,78.18,,58.38,97.79,20.43875,
,East_Tower.PA_G1,,,1/3/2019 8:00:00 PM,73.97,,45.7,92.07,19.01875,
,East_Tower.PA_G1,,,1/3/2019 8:15:00 PM,77.87,,54.51,95.67,18.98,
,East_Tower.PA_G1,,,1/3/2019 8:30:00 PM,74.58,,51.67,89.85,19.05625,
,East_Tower.PA_G1,,,1/3/2019 8:45:00 PM,71.32,,50.75,87.59,18.2375,
,East_Tower.PA_G1,,,1/3/2019 9:00:00 PM,58.14,,35.57,71.98,16.1825,
,East_Tower.PA_G1,,,1/3/2019 9:15:00 PM,72.6,,52.6,89.76,16.3425,
,East_Tower.PA_G1,,,1/3/2019 9:30:00 PM,73.97,,49.59,88.68,18.32125,
,East_Tower.PA_G1,,,1/3/2019 9:45:00 PM,71.88,,47.63,86.26,18.23125,
,East_Tower.PA_G1,,,1/3/2019 10:00:00 PM,50.48,,31.91,62.69,15.295,
