,Source Name,,,Timestamp,kW Value,,kVAr Value,kVA Value,Demand,
,East_Tower.PA_G1,,,2/19/2019 10:15:00 PM,46.4,,38.44,62.92,15.1775,
,East_Tower.PA_G1,,,2/19/2019 10:30:00 PM,55.76,,48.75,74.06,12.77,
,East_Tower.PA_G1,,,2/19/2019 10:45:00 PM,56.55,,49.45,75.17,14.03875,
,East_Tower.PA_G1,,,2/19/2019 11:00:00 PM,54.88,,50.32,74.55,13.92875,
,East_Tower.PA_G1,,,2/19/2019 11:15:00 PM,50.09,,44.16,68.51,13.12125,
,East_Tower.PA_G1,,,2/19/2019 11:30:00 PM,52.58,,47.92,70.8,12.83375,
,East_Tower.PA_G1,,,2/19/2019 11:45:00 PM,51.57,,49.75,71.93,13.01875,
,East_Tower.PA_G1,,,2/20/2019 12:00:00 AM,54.01,,53.02,75.68,13.1975,
,East_Tower.PA_G1,,,2/20/2019 12:15:00 AM,45.77,,43.67,63.87,12.4725,
,East_Tower.PA_G1,,,2/20/2019 12:30:00 AM,50.05,,47.31,68.89,11.9775,
,East_Tower.PA_G1,,,2/20/2019 12:45:00 AM,55.7,,55.01,78.29,13.21875,
,East_Tower.PA_G1,,,2/20/2019 1:00:00 AM,55.71,,55.56,78.68,13.92625,
,East_Tower.PA_G1,,,2/20/2019 1:15:00 AM,40.49,,39.27,56.41,12.025,
,East_Tower.PA_G1,,,2/20/2019 1:30:00 AM,43.04,,42.32,60.29,10.44125,
,East_Tower.PA_G1,,,2/20/2019 1:45:00 AM,40.95,,42.15,58.93,10.49875,
,East_Tower.PA_G1,,,2/20/2019 2:00:00 AM,41.1,,43.05,59.76,10.25625,
,East_Tower.PA_G1,,,2/20/2019 2:15:00 AM,36.09,,19.8,47.33,9.64875,
,East_Tower.PA_G1,,,2/20/2019 2:30:00 AM,41.53,,36.09,55.07,9.7025,
,East_Tower.PA_G1,,,2/20/2019 2:45:00 AM,41.31,,36.37,55.04,10.355,
,East_Tower.PA_G1,,,2/20/2019 3:00:00 AM,42.11,,36.56,55.75,10.4275,
,East_Tower.PA_G1,,,2/20/2019 3:15:00 AM,36.73,,20.58,48.01,9.855,
,East_Tower.PA_G1,,,2/20/2019 3:30:00 AM,41.17,,36.58,55.04,9.7375,
,East_Tower.PA_G1,,,2/20/2019 3:45:00 AM,40.15,,36.87,54.65,10.165,
,East_Tower.PA_G1,,,2/20/2019 4:00:00 AM,41.74,,36.32,55.31,10.23625,
,East_Tower.PA_G1,,,2/20/2019 4:15:00 AM,37.48,,23.85,50.51,9.9025,
,East_Tower.PA_G1,,,2/20/2019 4:30:00 AM,71.18,,42.34,82.72,13.5825,
,East_Tower.PA_G1,,,2/20/2019 4:45:00 AM,73.06,,35.33,81.14,18.03,
,East_Tower.PA_G1,,,2/20/2019 5:00:00 AM,75.61,,35.18,83.38,18.58375,
,East_Tower.PA_G1,,,2/20/2019 5:15:00 AM,59.68,,20.73,65.99,16.91125,
,East_Tower.PA_G1,,,2/20/2019 5:30:00 AM,72.97,,34.31,80.84,16.58125,
,East_Tower.PA_G1,,,2/20/2019 5:45:00 AM,73.46,,36.34,81.99,18.30375,
,East_Tower.PA_G1,,,2/20/2019 6:00:00 AM,74.38,,36.56,82.87,18.48,
,East_Tower.PA_G1,,,2/20/2019 6:15:00 AM,160.41,,38.49,171.56,29.34875,
,East_Tower.PA_G1,,,2/20/2019 6:30:00 AM,614.28,,44.24,617.89,96.83625,
,East_Tower.PA_G1,,,2/20/2019 6:45:00 AM,639.09,,71.02,644.17,156.67125,
,East_Tower.PA_G1,,,2/20/2019 7:00:00 AM,671.41,,94.19,678.03,163.8125,
,East_Tower.PA_G1,,,2/20/2019 7:15:00 AM,576.29,,75.65,584.01,155.9625,
,East_Tower.PA_G1,,,2/20/2019 7:30:00 AM,841.46,,142.59,856.5,177.21875,
,East_Tower.PA_G1,,,2/20/2019 7:45:00 AM,1197.16,,218.87,1217.95,254.8275,
,East_Tower.PA_G1,,,2/20/2019 8:00:00 AM,1173.99,,213.16,1192.15,296.39375,
,East_Tower.PA_G1,,,2/20/2019 8:15:00 AM,966.05,,138.29,979.9,267.505,
,East_Tower.PA_G1,,,2/20/2019 8:30:00 AM,1141.86,,195.02,1158.4,263.48875,
,East_Tower.PA_G1,,,2/20/2019 8:45:00 AM,1141.55,,194.45,1158.01,285.42625,
,East_Tower.PA_G1,,,2/20/2019 9:00:00 AM,1174.51,,205.86,1192.88,289.5075,
,East_Tower.PA_G1,,,2/20/2019 9:15:00 AM,1032.91,,167.65,1050.16,275.9275,
,East_Tower.PA_G1,,,2/20/2019 9:30:00 AM,1186.12,,213.49,1205.13,277.37875,
,East_Tower.PA_G1,,,2/20/2019 9:45:00 AM,1168.06,,208.3,1186.19,294.2725,
,East_Tower.PA_G1,,,2/20/2019 10:00:00 AM,1148.39,,199.74,1165.71,289.55625,
,East_Tower.PA_G1,,,2/20/2019 10:15:00 AM,932.92,,146.84,947.21,260.16375,
,East_Tower.PA_G1,,,2/20/2019 10:30:00 AM,1162.66,,203.51,1180.3,261.9475,
,East_Tower.PA_G1,,,2/20/2019 10:45:00 AM,1141.82,,196.74,1158.49,288.06,
,East_Tower.PA_G1,,,2/20/2019 11:00:00 AM,1133.09,,191.9,1149.25,284.36375,
,East_Tower.PA_G1,,,2/20/2019 11:15:00 AM,889.7,,137.98,901.69,252.84875,
,East_Tower.PA_G1,,,2/20/2019 11:30:00 AM,1079.73,,171.7,1093.32,246.17875,
,East_Tower.PA_G1,,,2/20/2019 11:45:00 AM,1081.06,,172.31,1094.66,270.09875,
,East_Tower.PA_G1,,,2/20/2019 12:00:00 PM,1068.92,,170.22,1082.42,268.7475,
,East_Tower.PA_G1,,,2/20/2019 12:15:00 PM,854.41,,127.76,864.71,240.41625,
,East_Tower.PA_G1,,,2/20/2019 12:30:00 PM,1056.99,,166.41,1070.04,238.925,
,East_Tower.PA_G1,,,2/20/2019 12:45:00 PM,1059.98,,165.23,1072.77,264.62125,
,East_Tower.PA_G1,,,2/20/2019 1:00:00 PM,1070.35,,169.78,1083.73,266.29125,
,East_Tower.PA_G1,,,2/20/2019 1:15:00 PM,891.71,,141.74,902.9,245.2575,
,East_Tower.PA_G1,,,2/20/2019 1:30:00 PM,1073.02,,168.57,1086.52,245.59125,
,East_Tower.PA_G1,,,2/20/2019 1:45:00 PM,1074.75,,173.23,1088.43,268.47125,
,East_Tower.PA_G1,,,2/20/2019 2:00:00 PM,1065.61,,167.83,1078.96,267.545,
,East_Tower.PA_G1,,,2/20/2019 2:15:00 PM,956.57,,103.31,968.79,252.7725,
,East_Tower.PA_G1,,,2/20/2019 2:30:00 PM,1040.2,,161.67,1052.47,249.59625,
,East_Tower.PA_G1,,,2/20/2019 2:45:00 PM,1051.64,,164.7,1064.69,261.48,
,East_Tower.PA_G1,,,2/20/2019 3:00:00 PM,1063.7,,168.71,1077.14,264.4175,
,East_Tower.PA_G1,,,2/20/2019 3:15:00 PM,854.47,,91.62,865.77,239.77125,
,East_Tower.PA_G1,,,2/20/2019 3:30:00 PM,1100.68,,179.17,1115.41,244.39375,
,East_Tower.PA_G1,,,2/20/2019 3:45:00 PM,1095.85,,181.89,1110.6,274.56625,
,East_Tower.PA_G1,,,2/20/2019 4:00:00 PM,1097.25,,180.68,1112.14,274.1375,
,East_Tower.PA_G1,,,2/20/2019 4:15:00 PM,860.38,,95.45,871.87,244.70375,
,East_Tower.PA_G1,,,2/20/2019 4:30:00 PM,1100.9,,182.74,1115.99,245.16,
,East_Tower.PA_G1,,,2/20/2019 4:45:00 PM,1058.31,,181.76,1072.69,269.90125,
,East_Tower.PA_G1,,,2/20/2019 5:00:00 PM,718.95,,139.56,732.25,222.1575,
,East_Tower.PA_G1,,,2/20/2019 5:15:00 PM,568.08,,73.98,577,160.87875,
,East_Tower.PA_G1,,,2/20/2019 5:30:00 PM,699.37,,124.27,710.28,158.43125,
,East_Tower.PA_G1,,,2/20/2019 5:45:00 PM,700.22,,123.3,710.98,174.94875,
,East_Tower.PA_G1,,,2/20/2019 6:00:00 PM,697.25,,123.94,708.09,174.68375,
,East_Tower.PA_G1,,,2/20/2019 6:15:00 PM,605.07,,71.54,611.74,162.79,
,East_Tower.PA_G1,,,2/20/2019 6:30:00 PM,674.25,,101.66,681.62,159.915,
,East_Tower.PA_G1,,,2/20/2019 6:45:00 PM,297.2,,35.75,314.64,121.43125,
,East_Tower.PA_G1,,,2/20/2019 7:00:00 PM,123.46,,71.35,141.23,52.5825,
,East_Tower.PA_G1,,,2/20/2019 7:15:00 PM,58.44,,29.57,70.09,22.7375,
,East_Tower.PA_G1,,,2/20/2019 7:30:00 PM,87.17,,56.71,104.18,18.20125,
,East_Tower.PA_G1,,,2/20/2019 7:45:00 PM,85.19,,58.02,103.14,21.545,
,East_Tower.PA_G1,,,2/20/2019 8:00:00 PM,84.09,,58.01,102.21,21.16,
,East_Tower.PA_G1,,,2/20/2019 8:15:00 PM,66.85,,37.06,80.4,18.8675,
,East_Tower.PA_G1,,,2/20/2019 8:30:00 PM,85.06,,57.92,102.95,18.98875,
,East_Tower.PA_G1,,,2/20/2019 8:45:00 PM,84.75,,56.22,101.6,21.22625,
,East_Tower.PA_G1,,,2/20/2019 9:00:00 PM,85.06,,56.94,102.41,21.22625,
,East_Tower.PA_G1,,,2/20/2019 9:15:00 PM,68.29,,38.69,81.37,19.16875,
,East_Tower.PA_G1,,,2/20/2019 9:30:00 PM,84.95,,55.99,101.81,19.155,
,East_Tower.PA_G1,,,2/20/2019 9:45:00 PM,84.83,,56.43,101.89,21.2225,
,East_Tower.PA_G1,,,2/20/2019 10:00:00 PM,78.95,,56.67,96.73,20.4725,
,East_Tower.PA_G1,,,2/20/2019 10:15:00 PM,42.98,,25.13,58.19,15.24125,
,East_Tower.PA_G1,,,2/20/2019 10:30:00 PM,53.32,,50.15,73.42,12.0375,
,East_Tower.PA_G1,,,2/20/2019 10:45:00 PM,54.45,,50.46,74.09,13.47125,
,East_Tower.PA_G1,,,2/20/2019 11:00:00 PM,56.36,,50.5,75.83,13.85125,
,East_Tower.PA_G1,,,2/20/2019 11:15:00 PM,46.78,,28.62,61.98,12.8925,
,East_Tower.PA_G1,,,2/20/2019 11:30:00 PM,48.25,,46.46,65.55,11.87875,
,East_Tower.PA_G1,,,2/20/2019 11:45:00 PM,52.91,,46.35,72.11,12.645,
,East_Tower.PA_G1,,,2/21/2019 12:00:00 AM,56.22,,51.43,76.4,13.64125,
,East_Tower.PA_G1,,,2/21/2019 12:15:00 AM,41.11,,28.39,57.92,12.16625,
,East_Tower.PA_G1,,,2/21/2019 12:30:00 AM,45.56,,46.23,65.06,10.83375,
,East_Tower.PA_G1,,,2/21/2019 12:45:00 AM,56.35,,54.26,78.25,12.73875,
,East_Tower.PA_G1,,,2/21/2019 1:00:00 AM,56.87,,54.57,79.01,14.1525,
,East_Tower.PA_G1,,,2/21/2019 1:15:00 AM,35.97,,25.15,50.15,11.605,
,East_Tower.PA_G1,,,2/21/2019 1:30:00 AM,54.31,,48.91,73.29,11.285,
,East_Tower.PA_G1,,,2/21/2019 1:45:00 AM,55.99,,50.01,74.88,13.7875,
,East_Tower.PA_G1,,,2/21/2019 2:00:00 AM,47.6,,44.33,65.2,12.94875,
,East_Tower.PA_G1,,,2/21/2019 2:15:00 AM,41.24,,29.93,56.86,11.105,
,East_Tower.PA_G1,,,2/21/2019 2:30:00 AM,45.6,,45.1,62.98,10.855,
,East_Tower.PA_G1,,,2/21/2019 2:45:00 AM,56.36,,48.28,75.32,12.745,
,East_Tower.PA_G1,,,2/21/2019 3:00:00 AM,49.93,,47.52,67.69,13.28625,
,East_Tower.PA_G1,,,2/21/2019 3:15:00 AM,42.88,,31.54,57.92,11.60125,
,East_Tower.PA_G1,,,2/21/2019 3:30:00 AM,53.69,,49.55,72.07,12.07125,
,East_Tower.PA_G1,,,2/21/2019 3:45:00 AM,48.33,,42.32,65.2,12.7525,
,East_Tower.PA_G1,,,2/21/2019 4:00:00 AM,52.46,,50.31,72.5,12.59875,
,East_Tower.PA_G1,,,2/21/2019 4:15:00 AM,27.51,,20.52,38.09,9.99625,
,East_Tower.PA_G1,,,2/21/2019 4:30:00 AM,65.68,,50.19,82.27,11.64875,
,East_Tower.PA_G1,,,2/21/2019 4:45:00 AM,66.38,,24.33,70.4,16.5075,
,East_Tower.PA_G1,,,2/21/2019 5:00:00 AM,71.42,,29.74,78.64,17.225,
,East_Tower.PA_G1,,,2/21/2019 5:15:00 AM,45.37,,18.34,50.36,14.59875,
,East_Tower.PA_G1,,,2/21/2019 5:30:00 AM,73.72,,34.72,80.69,14.88625,
,East_Tower.PA_G1,,,2/21/2019 5:45:00 AM,65.27,,18.71,69.21,17.37375,
,East_Tower.PA_G1,,,2/21/2019 6:00:00 AM,71.32,,34.14,79.07,17.07375,
,East_Tower.PA_G1,,,2/21/2019 6:15:00 AM,41.41,,14.03,44.4,14.09125,
,East_Tower.PA_G1,,,2/21/2019 6:30:00 AM,439,,17.7,445.72,60.05125,
,East_Tower.PA_G1,,,2/21/2019 6:45:00 AM,641.93,,80.57,647.18,135.11625,
,East_Tower.PA_G1,,,2/21/2019 7:00:00 AM,661.88,,97.67,669.1,162.97625,
,East_Tower.PA_G1,,,2/21/2019 7:15:00 AM,375.51,,58.61,380.65,129.67375,
,East_Tower.PA_G1,,,2/21/2019 7:30:00 AM,683.06,,116.1,692.89,132.32125,
,East_Tower.PA_G1,,,2/21/2019 7:45:00 AM,687.13,,122.56,698.1,171.27375,
,East_Tower.PA_G1,,,2/21/2019 8:00:00 AM,789.85,,154.33,805.83,184.6225,
,East_Tower.PA_G1,,,2/21/2019 8:15:00 AM,696.3,,126.17,708.3,185.76875,
,East_Tower.PA_G1,,,2/21/2019 8:30:00 AM,1137.76,,188.47,1153.31,229.2575,
,East_Tower.PA_G1,,,2/21/2019 8:45:00 AM,1092.63,,171.68,1106.03,278.79875,
,East_Tower.PA_G1,,,2/21/2019 9:00:00 AM,1054.31,,168.55,1066.48,268.3675,
,East_Tower.PA_G1,,,2/21/2019 9:15:00 AM,571.84,,37.5,578.1,203.26875,
,East_Tower.PA_G1,,,2/21/2019 9:30:00 AM,1003.06,,148.13,1013.71,196.8625,
,East_Tower.PA_G1,,,2/21/2019 9:45:00 AM,1003.93,,147.66,1014.92,250.87375,
,East_Tower.PA_G1,,,2/21/2019 10:00:00 AM,997.23,,144.36,1007.49,250.145,
,East_Tower.PA_G1,,,2/21/2019 10:15:00 AM,650.39,,52.3,657.27,205.9525,
,East_Tower.PA_G1,,,2/21/2019 10:30:00 AM,992.3,,142.8,1002.72,205.33625,
,East_Tower.PA_G1,,,2/21/2019 10:45:00 AM,998.97,,146.22,1009.58,248.90875,
,East_Tower.PA_G1,,,2/21/2019 11:00:00 AM,1014.29,,149.12,1025.4,251.6575,
,East_Tower.PA_G1,,,2/21/2019 11:15:00 AM,650.6,,55.99,657.47,208.11125,
,East_Tower.PA_G1,,,2/21/2019 11:30:00 AM,980.23,,144.9,990.68,203.85375,
,East_Tower.PA_G1,,,2/21/2019 11:45:00 AM,977.91,,141.12,988.11,244.7675,
,East_Tower.PA_G1,,,2/21/2019 12:00:00 PM,957.73,,138.2,967.45,241.955,
,East_Tower.PA_G1,,,2/21/2019 12:15:00 PM,512.72,,42.34,517.98,183.80625,
,East_Tower.PA_G1,,,2/21/2019 12:30:00 PM,944.62,,134.95,954.39,182.1675,
,East_Tower.PA_G1,,,2/21/2019 12:45:00 PM,955.97,,137.62,965.67,237.57375,
,East_Tower.PA_G1,,,2/21/2019 1:00:00 PM,965.43,,138.79,975.5,240.175,
,East_Tower.PA_G1,,,2/21/2019 1:15:00 PM,530.87,,45.72,536.44,187.0375,
,East_Tower.PA_G1,,,2/21/2019 1:30:00 PM,983.55,,143.99,993.89,189.3025,
,East_Tower.PA_G1,,,2/21/2019 1:45:00 PM,990.37,,143.63,1000.93,246.74,
,East_Tower.PA_G1,,,2/21/2019 2:00:00 PM,984.67,,142.91,994.95,246.88,
,East_Tower.PA_G1,,,2/21/2019 2:15:00 PM,567.77,,57,574.06,194.055,
,East_Tower.PA_G1,,,2/21/2019 2:30:00 PM,1022.6,,150.75,1033.8,198.79625,
,East_Tower.PA_G1,,,2/21/2019 2:45:00 PM,1043.92,,159.73,1056.15,258.315,
,East_Tower.PA_G1,,,2/21/2019 3:00:00 PM,1047.29,,158.22,1059.28,261.40125,
,East_Tower.PA_G1,,,2/21/2019 3:15:00 PM,700.82,,84.29,709.6,218.51375,
,East_Tower.PA_G1,,,2/21/2019 3:30:00 PM,1109.81,,178.42,1124.15,226.32875,
,East_Tower.PA_G1,,,2/21/2019 3:45:00 PM,1119.28,,184.63,1134.43,278.63625,
,East_Tower.PA_G1,,,2/21/2019 4:00:00 PM,1111.05,,183.76,1126.03,278.79125,
,East_Tower.PA_G1,,,2/21/2019 4:15:00 PM,580.09,,70.88,587.9,211.3925,
,East_Tower.PA_G1,,,2/21/2019 4:30:00 PM,1115.85,,183.99,1130.86,211.9925,
,East_Tower.PA_G1,,,2/21/2019 4:45:00 PM,1098.35,,180.26,1112.82,276.775,
,East_Tower.PA_G1,,,2/21/2019 5:00:00 PM,792.35,,148.81,806.76,236.3375,
,East_Tower.PA_G1,,,2/21/2019 5:15:00 PM,364.66,,58.34,371.23,144.62625,
,East_Tower.PA_G1,,,2/21/2019 5:30:00 PM,697.89,,130.68,710.01,132.81875,
,East_Tower.PA_G1,,,2/21/2019 5:45:00 PM,701.48,,131.81,713.75,174.92125,
,East_Tower.PA_G1,,,2/21/2019 6:00:00 PM,702.19,,132.25,714.43,175.45875,
,East_Tower.PA_G1,,,2/21/2019 6:15:00 PM,357.68,,51.47,362.51,132.48375,
,East_Tower.PA_G1,,,2/21/2019 6:30:00 PM,661.7,,107.25,670.16,127.4225,
,East_Tower.PA_G1,,,2/21/2019 6:45:00 PM,257.24,,20.29,276.82,114.8675,
,East_Tower.PA_G1,,,2/21/2019 7:00:00 PM,115.04,,69.13,134.26,46.535,
,East_Tower.PA_G1,,,2/21/2019 7:15:00 PM,44.9,,27.67,53.53,19.9925,
,East_Tower.PA_G1,,,2/21/2019 7:30:00 PM,74.51,,45.81,87.55,14.92625,
,East_Tower.PA_G1,,,2/21/2019 7:45:00 PM,80.29,,49.63,94.31,19.35,
,East_Tower.PA_G1,,,2/21/2019 8:00:00 PM,80.07,,49.11,93.95,20.045,
,East_Tower.PA_G1,,,2/21/2019 8:15:00 PM,45.18,,28.22,53.28,15.65625,
,East_Tower.PA_G1,,,2/21/2019 8:30:00 PM,80.91,,50.37,95.94,15.76125,
,East_Tower.PA_G1,,,2/21/2019 8:45:00 PM,78.22,,46.52,92.09,19.89125,
,East_Tower.PA_G1,,,2/21/2019 9:00:00 PM,75.71,,52.13,90.32,19.24125,
,East_Tower.PA_G1,,,2/21/2019 9:15:00 PM,43.11,,12.1,51.85,14.8525,
,East_Tower.PA_G1,,,2/21/2019 9:30:00 PM,79.97,,54.46,95.18,15.385,
,East_Tower.PA_G1,,,2/21/2019 9:45:00 PM,84.64,,52.36,101.38,20.57625,
,East_Tower.PA_G1,,,2/21/2019 10:00:00 PM,79.53,,56.31,96.14,20.52125,
,East_Tower.PA_G1,,,2/21/2019 10:15:00 PM,27.79,,12.05,39.19,13.415,
,East_Tower.PA_G1,,,2/21/2019 10:30:00 PM,52.54,,53.11,72.62,10.04125,
,East_Tower.PA_G1,,,2/21/2019 10:45:00 PM,50.78,,47.51,71.15,12.915,
,East_Tower.PA_G1,,,2/21/2019 11:00:00 PM,48.75,,51.25,68.92,12.44125,
,East_Tower.PA_G1,,,2/21/2019 11:15:00 PM,28.3,,13.58,39.16,9.63125,
,East_Tower.PA_G1,,,2/21/2019 11:30:00 PM,51.02,,51.75,71.04,9.915,
,East_Tower.PA_G1,,,2/21/2019 11:45:00 PM,52.1,,49.46,73.54,12.89,
,East_Tower.PA_G1,,,2/22/2019 12:00:00 AM,48.73,,51.46,69.25,12.60375,
,East_Tower.PA_G1,,,2/22/2019 12:15:00 AM,29.47,,16.1,39.8,9.775,
,East_Tower.PA_G1,,,2/22/2019 12:30:00 AM,47,,44.89,63.5,9.55875,
,East_Tower.PA_G1,,,2/22/2019 12:45:00 AM,52.17,,46.48,71.3,12.39625,
,East_Tower.PA_G1,,,2/22/2019 1:00:00 AM,45.64,,43.66,62.46,12.22625,
,East_Tower.PA_G1,,,2/22/2019 1:15:00 AM,29.63,,18.34,40.53,9.40875,
,East_Tower.PA_G1,,,2/22/2019 1:30:00 AM,45.81,,42.54,62.27,9.43,
,East_Tower.PA_G1,,,2/22/2019 1:45:00 AM,53.13,,49.13,71.88,12.3675,
,East_Tower.PA_G1,,,2/22/2019 2:00:00 AM,49,,42.09,65.09,12.76625,
,East_Tower.PA_G1,,,2/22/2019 2:15:00 AM,28.89,,20.25,38.92,9.73625,
,East_Tower.PA_G1,,,2/22/2019 2:30:00 AM,47.58,,42.47,64.98,9.55875,
,East_Tower.PA_G1,,,2/22/2019 2:45:00 AM,50.96,,49.43,70.02,12.3175,
,East_Tower.PA_G1,,,2/22/2019 3:00:00 AM,49.63,,44.19,67.37,12.57375,
,East_Tower.PA_G1,,,2/22/2019 3:15:00 AM,21.45,,15.41,29.85,8.885,
,East_Tower.PA_G1,,,2/22/2019 3:30:00 AM,50.31,,45.7,68.81,8.97,
,East_Tower.PA_G1,,,2/22/2019 3:45:00 AM,51.22,,47.2,68.86,12.69125,
,East_Tower.PA_G1,,,2/22/2019 4:00:00 AM,52.62,,47.54,71.65,12.98,
,East_Tower.PA_G1,,,2/22/2019 4:15:00 AM,21.08,,15.99,28.99,9.2125,
,East_Tower.PA_G1,,,2/22/2019 4:30:00 AM,57.83,,47.84,74.6,9.86375,
,East_Tower.PA_G1,,,2/22/2019 4:45:00 AM,69.76,,17.29,75.45,15.94875,
,East_Tower.PA_G1,,,2/22/2019 5:00:00 AM,69.21,,44.56,82.35,17.37125,
,East_Tower.PA_G1,,,2/22/2019 5:15:00 AM,36.75,,9.39,38.5,13.245,
,East_Tower.PA_G1,,,2/22/2019 5:30:00 AM,69.41,,18.44,75.44,13.27,
,East_Tower.PA_G1,,,2/22/2019 5:45:00 AM,72.21,,40.8,83.02,17.7025,
,East_Tower.PA_G1,,,2/22/2019 6:00:00 AM,72.61,,33.52,79.95,18.1025,
,East_Tower.PA_G1,,,2/22/2019 6:15:00 AM,41.93,,14.77,45.38,14.3175,
,East_Tower.PA_G1,,,2/22/2019 6:30:00 AM,125.82,,49.69,140.67,20.96875,
,East_Tower.PA_G1,,,2/22/2019 6:45:00 AM,564.96,,27.68,567.84,86.3475,
,East_Tower.PA_G1,,,2/22/2019 7:00:00 AM,662.49,,88.06,668.43,153.43125,
,East_Tower.PA_G1,,,2/22/2019 7:15:00 AM,330.84,,52.84,335.42,124.16625,
,East_Tower.PA_G1,,,2/22/2019 7:30:00 AM,687.3,,122.4,698.14,127.2675,
,East_Tower.PA_G1,,,2/22/2019 7:45:00 AM,706.89,,128.18,718.43,174.27375,
,East_Tower.PA_G1,,,2/22/2019 8:00:00 AM,950.14,,195.35,970.82,207.12875,
,East_Tower.PA_G1,,,2/22/2019 8:15:00 AM,541.69,,95.39,550.03,186.47875,
,East_Tower.PA_G1,,,2/22/2019 8:30:00 AM,1075.11,,184.33,1089.03,202.1,
,East_Tower.PA_G1,,,2/22/2019 8:45:00 AM,1037.75,,162.98,1050.19,264.1075,
,East_Tower.PA_G1,,,2/22/2019 9:00:00 AM,1029.03,,159.15,1041.03,258.3475,
,East_Tower.PA_G1,,,2/22/2019 9:15:00 AM,469.49,,25.31,474.65,187.315,
,East_Tower.PA_G1,,,2/22/2019 9:30:00 AM,1003.83,,150.34,1015.25,184.165,
,East_Tower.PA_G1,,,2/22/2019 9:45:00 AM,1005.76,,151.45,1016.7,251.19875,
,East_Tower.PA_G1,,,2/22/2019 10:00:00 AM,1006.15,,147.56,1017.23,251.48875,
,East_Tower.PA_G1,,,2/22/2019 10:15:00 AM,459.88,,26.9,464.66,183.25375,
,East_Tower.PA_G1,,,2/22/2019 10:30:00 AM,975.21,,142.45,985.72,179.38625,
,East_Tower.PA_G1,,,2/22/2019 10:45:00 AM,969.43,,140.16,979.6,243.08,
,East_Tower.PA_G1,,,2/22/2019 11:00:00 AM,998.37,,148.45,1009.34,245.975,
,East_Tower.PA_G1,,,2/22/2019 11:15:00 AM,483.3,,35.15,488.81,185.20875,
,East_Tower.PA_G1,,,2/22/2019 11:30:00 AM,995.23,,148.63,1006.03,184.81625,
,East_Tower.PA_G1,,,2/22/2019 11:45:00 AM,1016.87,,150.36,1028.44,251.5125,
,East_Tower.PA_G1,,,2/22/2019 12:00:00 PM,996.06,,148.86,1006.75,251.61625,
,East_Tower.PA_G1,,,2/22/2019 12:15:00 PM,484.82,,39.94,489.84,185.11,
,East_Tower.PA_G1,,,2/22/2019 12:30:00 PM,968.34,,139.98,978.51,181.645,
,East_Tower.PA_G1,,,2/22/2019 12:45:00 PM,955.95,,137.38,965.58,240.53625,
,East_Tower.PA_G1,,,2/22/2019 1:00:00 PM,952.99,,138.6,962.95,238.6175,
,East_Tower.PA_G1,,,2/22/2019 1:15:00 PM,429.86,,37.45,434.43,172.85625,
,East_Tower.PA_G1,,,2/22/2019 1:30:00 PM,929.41,,134.56,938.92,169.90875,
,East_Tower.PA_G1,,,2/22/2019 1:45:00 PM,937.44,,135.71,947.3,233.35625,
,East_Tower.PA_G1,,,2/22/2019 2:00:00 PM,934.65,,132.66,944.05,234.01125,
,East_Tower.PA_G1,,,2/22/2019 2:15:00 PM,421.33,,37.26,425.44,169.4975,
,East_Tower.PA_G1,,,2/22/2019 2:30:00 PM,939.65,,132.79,949.09,170.1225,
,East_Tower.PA_G1,,,2/22/2019 2:45:00 PM,927.98,,131.71,937.23,233.45375,
,East_Tower.PA_G1,,,2/22/2019 3:00:00 PM,943.26,,135.16,952.85,233.905,
,East_Tower.PA_G1,,,2/22/2019 3:15:00 PM,438.48,,44.67,443.07,172.7175,
,East_Tower.PA_G1,,,2/22/2019 3:30:00 PM,970.18,,142.71,980.61,176.0825,
,East_Tower.PA_G1,,,2/22/2019 3:45:00 PM,970.08,,145.24,980.93,242.5325,
,East_Tower.PA_G1,,,2/22/2019 4:00:00 PM,963.71,,141.75,974.16,241.72375,
,East_Tower.PA_G1,,,2/22/2019 4:15:00 PM,446.98,,51.62,451.83,176.33625,
,East_Tower.PA_G1,,,2/22/2019 4:30:00 PM,985.26,,145.11,995.94,179.03,
,East_Tower.PA_G1,,,2/22/2019 4:45:00 PM,969.47,,144.33,979.75,244.34125,
,East_Tower.PA_G1,,,2/22/2019 5:00:00 PM,697.08,,118.51,708.85,208.31875,
,East_Tower.PA_G1,,,2/22/2019 5:15:00 PM,325.29,,57.36,332.19,127.79625,
,East_Tower.PA_G1,,,2/22/2019 5:30:00 PM,690.93,,123.8,701.61,127.0275,
,East_Tower.PA_G1,,,2/22/2019 5:45:00 PM,686.86,,117.22,696.75,172.22375,
,East_Tower.PA_G1,,,2/22/2019 6:00:00 PM,691.93,,119.55,702.07,172.34875,
,East_Tower.PA_G1,,,2/22/2019 6:15:00 PM,372.15,,54.86,376.83,133.01,
,East_Tower.PA_G1,,,2/22/2019 6:30:00 PM,447.37,,66,466.47,102.44,
,East_Tower.PA_G1,,,2/22/2019 6:45:00 PM,120.71,,70.3,139.93,71.01,
,East_Tower.PA_G1,,,2/22/2019 7:00:00 PM,107.62,,75.46,131.36,28.54125,
,East_Tower.PA_G1,,,2/22/2019 7:15:00 PM,37.65,,25.45,46.01,18.15875,
,East_Tower.PA_G1,,,2/22/2019 7:30:00 PM,84.48,,60.28,103.81,15.26625,
