Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),PV_component
3,2,1,0,0,25.436,2,0,25.436,0,0,0
3,2,2,0,0,25.239,1,0,25.239,0,0,0
3,2,3,0,0,25.196,1,0,25.196,0,0,0
3,2,4,0,0,25.209,1,0,25.209,0,0,0
3,2,5,0,0,25.254,1,0,25.254,0,0,0
3,2,6,0,3,25.329,1,2.835,23.363,5.16,0,0
3,2,7,407,87,26.22,1,267.78,32.756,440.218,393.061,196.5305
3,2,8,624,132,27.62,0,545.85,47.878,866.565,781.237,587.149
3,2,9,736,157,29.012,0,770.723,57.742,1173.846,1059.253,920.245
3,2,10,797,173,30.09,0,932.125,64.517,1370.091,1236.04,1147.6465
3,2,11,827,181,30.849,0,1015.691,68.269,1461.25,1317.956,1276.998
3,2,12,834,182,31.226,0,1017.06,69.017,1456.71,1313.88,1315.918
3,2,13,819,179,31.187,0,939.535,66.86,1361.864,1228.641,1271.2605
3,2,14,777,170,30.72,0,790.129,61.872,1173.959,1059.355,1143.998
3,2,15,708,152,30.018,1,585.18,49.181,917.094,827.055,943.205
3,2,16,577,123,29.705,1,344.146,41.156,531.82,476.699,651.877
3,2,17,49,81,28.591,1,93.594,31.366,158.601,135.104,305.9015
3,2,18,0,0,28.354,1,0,28.354,0,0,67.552
3,2,19,0,0,28.02,1,0,28.02,0,0,0
3,2,20,0,0,27.464,2,0,27.464,0,0,0
3,2,21,0,0,26.822,2,0,26.822,0,0,0
3,2,22,0,0,26.141,3,0,26.141,0,0,0
3,2,23,0,0,25.551,3,0,25.551,0,0,0
3,3,0,0,0,25.106,3,0,25.106,0,0,0
3,3,1,0,0,24.777,3,0,24.777,0,0,0
3,3,2,0,0,24.565,3,0,24.565,0,0,0
3,3,3,0,0,24.435,2,0,24.435,0,0,0
3,3,4,0,0,24.326,2,0,24.326,0,0,0
3,3,5,0,0,24.289,2,0,24.289,0,0,0
3,3,6,0,4,24.747,2,3.781,23.161,6.887,0,0
3,3,7,142,125,25.869,2,185.778,29.235,319.68,282.801,141.4005
3,3,8,132,240,27.159,3,325.079,33.906,559.504,501.952,392.3765
3,3,9,397,299,28.447,2,635.716,44.401,1041.156,939.38,720.666
3,3,10,667,255,29.584,2,895.765,52.75,1406.154,1268.462,1103.921
3,3,11,819,180,30.345,2,1005.85,56.8,1545.004,1393.104,1330.783
3,3,12,826,182,30.766,2,1008.083,57.544,1542.01,1390.42,1391.762
3,3,13,812,178,30.721,2,930.872,55.683,1437.521,1296.646,1343.533
3,3,14,544,280,30.331,2,715.201,49.92,1136.037,1025.125,1160.8855
3,3,15,703,151,29.766,1,579.631,48.487,911.503,821.987,923.556
3,3,16,103,200,29.272,1,237.53,37.539,395.918,352.564,587.2755
3,3,17,65,88,28.529,1,103.858,31.116,175.059,150.214,251.389
3,3,18,0,0,28.273,1,0,28.273,0,0,75.107
3,3,19,0,0,27.839,2,0,27.839,0,0,0
3,3,20,0,0,27.273,2,0,27.273,0,0,0
3,3,21,0,0,26.694,2,0,26.694,0,0,0
3,3,22,0,0,26.205,3,0,26.205,0,0,0
3,3,23,0,0,25.823,3,0,25.823,0,0,0
3,4,0,0,0,25.519,2,0,25.519,0,0,0
3,4,1,0,0,25.34,2,0,25.34,0,0,0
3,4,2,0,0,25.319,2,0,25.319,0,0,0
3,4,3,0,0,25.316,2,0,25.316,0,0,0
3,4,4,0,0,25.3,2,0,25.3,0,0,0
3,4,5,0,0,25.32,2,0,25.32,0,0,0
3,4,6,0,4,25.449,2,3.781,23.889,6.864,0,0
3,4,7,2,97,25.796,2,93.362,26.684,167.146,142.95,71.475
3,4,8,13,205,26.45,2,205.212,30.634,360.497,320.163,231.5565
3,4,9,16,206,27.137,2,210.586,31.834,368.005,327.033,323.598
3,4,10,276,379,27.774,2,645.319,43.644,1063.059,959.187,643.11
3,4,11,129,426,28.144,2,557.001,43.069,920.506,830.148,894.6675
3,4,12,8,293,28.22,1,290.345,37.963,492.415,440.736,635.442
3,4,13,24,297,28.14,1,313.48,37.402,533.104,477.871,459.3035
3,4,14,181,380,27.956,1,521.055,43.434,857.982,773.45,625.6605
3,4,15,38,254,27.676,0,272.14,40.51,454.533,406.139,589.7945
3,4,16,0,80,27.483,0,76.205,31.183,133.626,112.169,259.154
3,4,17,0,27,27.169,0,25.618,26.185,46.008,31.626,71.8975
3,4,18,0,0,27.154,0,0,27.154,0,0,15.813
3,4,19,0,0,26.984,1,0,26.984,0,0,0
3,4,20,0,0,26.742,1,0,26.742,0,0,0
3,4,21,0,0,26.501,2,0,26.501,0,0,0
3,4,22,0,0,26.215,2,0,26.215,0,0,0
3,4,23,0,0,25.928,2,0,25.928,0,0,0
3,5,0,0,0,25.691,2,0,25.691,0,0,0
3,5,1,0,0,25.509,3,0,25.509,0,0,0
3,5,2,0,0,25.466,2,0,25.466,0,0,0
3,5,3,0,0,25.479,2,0,25.479,0,0,0
3,5,4,0,0,25.536,2,0,25.536,0,0,0
3,5,5,0,0,25.593,2,0,25.593,0,0,0
3,5,6,0,5,25.784,2,4.727,24.262,8.566,0,0
3,5,7,404,89,26.123,2,267.54,31.663,442.227,394.896,197.448
3,5,8,614,132,26.873,2,538.004,40.217,888.505,801.136,598.016
3,5,9,723,156,27.829,2,757.471,47.418,1219.779,1100.685,950.9105
3,5,10,783,171,28.792,2,914.891,52.778,1435.845,1295.14,1197.9125
3,5,11,812,179,29.58,2,996.019,55.889,1537.596,1386.462,1340.801
3,5,12,820,181,29.946,2,998.879,56.521,1536.588,1385.558,1386.01
3,5,13,807,177,29.9,2,922.638,54.677,1432.612,1292.236,1338.897
3,5,14,770,168,29.44,2,778.049,50.557,1230.079,1109.972,1201.104
3,5,15,700,151,29.154,2,574.592,44.886,920.274,829.937,969.9545
3,5,16,199,201,28.856,2,274.625,36.399,454.077,405.723,617.83
3,5,17,253,81,28.29,2,121.203,30.875,185.282,159.597,282.66
3,5,18,0,0,28.197,2,0,28.197,0,0,79.7985
3,5,19,0,0,27.995,2,0,27.995,0,0,0
3,5,20,0,0,27.669,2,0,27.669,0,0,0
3,5,21,0,0,27.231,2,0,27.231,0,0,0
3,5,22,0,0,26.825,3,0,26.825,0,0,0
3,5,23,0,0,26.487,3,0,26.487,0,0,0
3,6,0,0,0,26.269,3,0,26.269,0,0,0
3,6,1,0,0,26.078,3,0,26.078,0,0,0
3,6,2,0,0,26.012,3,0,26.012,0,0,0
3,6,3,0,0,25.971,3,0,25.971,0,0,0
3,6,4,0,0,25.96,3,0,25.96,0,0,0
3,6,5,0,0,26.019,3,0,26.019,0,0,0
3,6,6,0,6,26.392,3,5.673,25.11,10.24,0,0
3,6,7,7,105,27.162,3,103.205,28.247,183.089,157.584,78.792
3,6,8,20,205,28.15,3,209.566,32.012,365.538,324.775,241.1795
3,6,9,249,325,29.165,3,533.565,40.78,890.692,803.12,563.9475
3,6,10,77,299,30.071,3,371.661,38.749,627.767,564.167,683.6435
3,6,11,639,324,30.541,2,971.72,54.78,1509.237,1361.026,962.5965
3,6,12,253,423,30.563,2,679.888,49.4,1087.018,980.844,1170.935
3,6,13,808,178,30.343,2,923.132,54.257,1436.641,1295.855,1138.3495
3,6,14,56,338,30.026,2,375.494,41.191,626.05,562.603,929.229
3,6,15,178,313,29.603,2,417.045,40.193,694.016,624.477,593.54
3,6,16,87,214,29.217,2,244.549,35.501,413.081,368.257,496.367
3,6,17,79,90,28.6,2,106.121,30.697,177.939,152.857,260.557
3,6,18,0,0,28.484,2,0,28.484,0,0,76.4285
3,6,19,0,0,28.231,2,0,28.231,0,0,0
3,6,20,0,0,27.881,2,0,27.881,0,0,0
3,6,21,0,0,27.495,2,0,27.495,0,0,0
3,6,22,0,0,27.112,2,0,27.112,0,0,0
3,6,23,0,0,26.703,2,0,26.703,0,0,0
3,7,0,0,0,26.377,2,0,26.377,0,0,0
3,7,1,0,0,26.13,2,0,26.13,0,0,0
3,7,2,0,0,25.988,2,0,25.988,0,0,0
3,7,3,0,0,25.898,2,0,25.898,0,0,0
3,7,4,0,0,25.825,2,0,25.825,0,0,0
3,7,5,0,0,25.778,2,0,25.778,0,0,0
3,7,6,0,5,26.143,2,4.727,24.636,8.552,0,0
3,7,7,395,91,27.016,2,265.081,32.508,436.634,389.785,194.8925
3,7,8,620,131,28.245,3,539.858,40.132,891.805,804.128,596.9565
3,7,9,703,174,29.445,3,760.104,46.907,1227.393,1107.55,955.839
3,7,10,787,172,30.453,2,918.078,54.457,1427.748,1287.866,1197.708
3,7,11,816,180,30.931,2,998.948,57.255,1530.524,1380.12,1333.993
3,7,12,823,181,30.885,2,999.351,57.434,1529.552,1379.248,1379.684
3,7,13,809,178,30.663,2,922.578,55.407,1426.741,1286.961,1333.1045
3,7,14,697,218,30.187,2,768.476,51.048,1212.103,1093.764,1190.3625
3,7,15,621,181,29.625,2,552.41,44.771,886.405,799.232,946.498
3,7,16,455,175,29.031,2,341.662,38.229,543.466,487.324,643.278
3,7,17,0,27,28.321,2,25.618,28.58,45.487,31.147,259.2355
3,7,18,0,0,27.857,3,0,27.857,0,0,15.5735
3,7,19,0,0,27.342,3,0,27.342,0,0,0
3,7,20,0,0,26.888,3,0,26.888,0,0,0
3,7,21,0,0,26.5,3,0,26.5,0,0,0
3,7,22,0,0,26.192,3,0,26.192,0,0,0
3,7,23,0,0,25.939,3,0,25.939,0,0,0
3,8,0,0,0,25.758,3,0,25.758,0,0,0
3,8,1,0,0,25.629,3,0,25.629,0,0,0
3,8,2,0,0,25.599,3,0,25.599,0,0,0
3,8,3,0,0,25.598,3,0,25.598,0,0,0
3,8,4,0,0,25.556,2,0,25.556,0,0,0
3,8,5,0,0,25.594,2,0,25.594,0,0,0
3,8,6,0,7,26.017,2,6.619,24.556,11.98,0.314,0.157
3,8,7,269,110,26.942,2,226.703,31.427,379.777,337.802,169.058
3,8,8,618,132,28.241,2,539.101,41.483,884.458,797.467,567.6345
3,8,9,726,157,29.366,2,759.135,48.959,1212.49,1094.113,945.79
3,8,10,784,172,30.024,2,914.452,53.956,1425.987,1286.284,1190.1985
3,8,11,814,179,30.195,2,994.891,56.448,1531.116,1380.651,1333.4675
3,8,12,821,181,30.032,2,996.08,56.533,1532.152,1381.58,1381.1155
3,8,13,807,178,29.722,1,919.257,58.704,1395.867,1259.216,1320.398
3,8,14,770,168,29.298,1,773.048,54.131,1198.515,1081.509,1170.3625
3,8,15,0,109,28.929,1,103.822,34.021,179.552,154.338,617.9235
3,8,16,0,72,28.525,1,68.452,29.344,121.1,100.661,127.4995
3,8,17,0,27,28.298,0,25.618,27.251,45.776,31.413,66.037
3,8,18,0,0,28.217,0,0,28.217,0,0,15.7065
3,8,19,0,0,28.08,0,0,28.08,0,0,0
3,8,20,0,0,27.915,0,0,27.915,0,0,0
3,8,21,0,0,27.697,1,0,27.697,0,0,0
3,8,22,0,0,27.399,1,0,27.399,0,0,0
3,8,23,0,0,27.116,1,0,27.116,0,0,0
3,9,0,0,0,26.857,1,0,26.857,0,0,0
3,9,1,0,0,26.588,1,0,26.588,0,0,0
3,9,2,0,0,26.371,1,0,26.371,0,0,0
3,9,3,0,0,26.194,1,0,26.194,0,0,0
3,9,4,0,0,26.037,2,0,26.037,0,0,0
3,9,5,0,0,25.937,2,0,25.937,0,0,0
3,9,6,0,6,25.924,2,5.673,24.433,10.273,0,0
3,9,7,415,91,26.448,2,272.924,32.139,449.758,401.777,200.8885
3,9,8,622,133,27.544,2,542.182,41.005,891.639,803.978,602.8775
3,9,9,729,157,28.873,2,760.942,48.531,1218.104,1099.176,951.577
3,9,10,788,172,30.062,1,917.33,58.139,1397.911,1261.053,1180.1145
3,9,11,817,180,30.763,1,997.732,61.458,1493.055,1346.506,1303.7795
3,9,12,824,182,30.927,1,998.657,61.91,1490.525,1344.236,1345.371
3,9,13,810,178,30.635,1,920.416,59.599,1390.602,1254.483,1299.3595
3,9,14,773,168,30.113,0,773.594,60.739,1156.083,1043.222,1148.8525
3,9,15,702,151,29.433,0,568.745,53.297,870.063,784.41,913.816
3,9,16,378,188,28.734,0,324.379,43.648,505.612,452.784,618.597
3,9,17,0,31,28.188,0,29.543,30.62,51.945,37.087,244.9355
3,9,18,0,0,27.909,1,0,27.909,0,0,18.5435
3,9,19,0,0,27.663,1,0,27.663,0,0,0
3,9,20,0,0,27.435,1,0,27.435,0,0,0
3,9,21,0,0,27.213,1,0,27.213,0,0,0
3,9,22,0,0,26.984,1,0,26.984,0,0,0
3,9,23,0,0,26.75,1,0,26.75,0,0,0
3,10,0,0,0,26.509,1,0,26.509,0,0,0
3,10,1,0,0,26.267,1,0,26.267,0,0,0
3,10,2,0,0,26.078,1,0,26.078,0,0,0
3,10,3,0,0,26.003,1,0,26.003,0,0,0
3,10,4,0,0,25.965,2,0,25.965,0,0,0
3,10,5,0,0,25.902,2,0,25.902,0,0,0
3,10,6,0,7,25.966,2,6.619,24.503,11.983,0.317,0.1585
3,10,7,418,91,26.587,2,273.856,32.308,450.786,402.716,201.5165
3,10,8,624,133,27.795,2,542.944,41.277,891.598,803.941,603.3285
3,10,9,731,157,29.138,2,761.911,48.815,1217.794,1098.896,951.4185
3,10,10,789,172,30.385,1,917.374,58.447,1395.564,1258.943,1178.9195
3,10,11,818,180,31.275,1,997.554,61.93,1488.781,1342.671,1300.807
3,10,12,825,182,31.637,1,998.232,62.56,1484.371,1338.712,1340.6915
3,10,13,811,178,31.598,0,919.713,66.597,1334.928,1204.408,1271.56
3,10,14,774,168,31.185,0,772.553,61.704,1148.116,1036.03,1120.219
3,10,15,703,151,30.556,0,567.471,54.315,863.011,778.013,907.0215
3,10,16,574,123,30.183,0,330.341,45.252,496.012,444.02,611.0165
3,10,17,318,72,29.217,0,114.404,34.963,163.684,139.771,291.8955
3,10,18,0,0,29.025,0,0,29.025,0,0,69.8855
3,10,19,0,0,28.862,0,0,28.862,0,0,0
3,10,20,0,0,28.715,0,0,28.715,0,0,0
3,10,21,0,0,28.522,0,0,28.522,0,0,0
3,10,22,0,0,28.313,0,0,28.313,0,0,0
3,10,23,0,0,28.142,0,0,28.142,0,0,0
3,11,0,0,0,27.929,0,0,27.929,0,0,0
3,11,1,0,0,27.725,0,0,27.725,0,0,0
3,11,2,0,0,27.544,0,0,27.544,0,0,0
3,11,3,0,0,27.393,1,0,27.393,0,0,0
3,11,4,0,0,27.269,1,0,27.269,0,0,0
3,11,5,0,0,27.18,1,0,27.18,0,0,0
3,11,6,0,8,27.047,1,7.566,25.318,13.644,1.846,0.923
3,11,7,413,91,27.762,1,271.384,34.461,442.078,394.76,198.303
3,11,8,624,133,28.811,1,542.413,44.719,875.075,788.956,591.858
3,11,9,730,158,29.603,0,761.415,58,1157.823,1044.793,916.8745
3,11,10,674,242,30.057,0,882.544,63.038,1308.277,1180.419,1112.606
3,11,11,818,180,30.268,0,996.346,66.986,1444.216,1302.659,1241.539
3,11,12,825,182,30.189,0,996.781,67.437,1440.95,1299.726,1301.1925
3,11,13,811,178,29.867,0,918.06,64.968,1345.166,1213.62,1256.673
3,11,14,774,168,29.463,0,770.699,60.048,1156.007,1043.153,1128.3865
3,11,15,704,151,29.063,0,566.156,52.852,867.561,782.141,912.647
3,11,16,575,123,28.598,0,328.98,43.65,497.495,445.373,613.757
3,11,17,249,81,28.282,0,114.6,34.006,172.184,147.575,296.474
3,11,18,0,0,28.427,0,0,28.427,0,0,73.7875
3,11,19,0,0,28.403,0,0,28.403,0,0,0
3,11,20,0,0,28.304,0,0,28.304,0,0,0
3,11,21,0,0,28.25,0,0,28.25,0,0,0
3,11,22,0,0,28.149,0,0,28.149,0,0,0
3,11,23,0,0,28.026,0,0,28.026,0,0,0
3,12,0,0,0,27.886,0,0,27.886,0,0,0
3,12,1,0,0,27.738,0,0,27.738,0,0,0
3,12,2,0,0,27.635,1,0,27.635,0,0,0
3,12,3,0,0,27.55,1,0,27.55,0,0,0
3,12,4,0,0,27.481,1,0,27.481,0,0,0
3,12,5,0,0,27.45,1,0,27.45,0,0,0
3,12,6,0,9,27.212,1,8.513,25.522,15.336,3.403,1.7015
3,12,7,199,125,27.649,1,210.968,32.478,354.831,314.978,159.1905
3,12,8,626,134,28.637,1,544.172,44.35,879.553,793.018,553.998
3,12,9,732,158,29.425,1,762.338,52.561,1194.267,1077.678,935.348
3,12,10,791,172,29.917,1,917.36,58.009,1398.924,1261.964,1169.821
3,12,11,820,180,30.151,1,997.069,60.87,1497.015,1350.059,1306.0115
3,12,12,827,182,30.101,1,997.237,61.103,1495.204,1348.435,1349.247
3,12,13,814,178,29.89,1,919.06,58.861,1394.176,1257.695,1303.065
3,12,14,777,168,29.547,1,771.091,54.313,1193.776,1077.235,1167.465
3,12,15,707,151,29.188,1,565.951,47.764,890.748,803.17,940.2025
3,12,16,578,123,28.27,1,328.288,39.179,507.207,454.239,628.7045
3,12,17,248,82,28.143,1,114.455,31.482,174.321,149.536,301.8875
3,12,18,0,0,28.283,1,0,28.283,0,0,74.768
3,12,19,0,0,28.383,1,0,28.383,0,0,0
3,12,20,0,0,28.329,1,0,28.329,0,0,0
3,12,21,0,0,28.229,0,0,28.229,0,0,0
3,12,22,0,0,28.124,0,0,28.124,0,0,0
3,12,23,0,0,27.966,1,0,27.966,0,0,0
3,13,0,0,0,27.75,1,0,27.75,0,0,0
3,13,1,0,0,27.516,1,0,27.516,0,0,0
3,13,2,0,0,27.385,1,0,27.385,0,0,0
3,13,3,0,0,27.347,1,0,27.347,0,0,0
3,13,4,0,0,27.329,0,0,27.329,0,0,0
3,13,5,0,0,27.282,0,0,27.282,0,0,0
3,13,6,0,7,26.999,0,6.62,24.129,12.004,0.336,0.168
3,13,7,423,91,27.757,0,277.329,36.815,446.4,398.709,199.5225
3,13,8,631,134,28.764,0,546.815,49.084,862.115,777.2,587.9545
3,13,9,737,158,29.545,0,765.672,58.1,1163.587,1049.995,913.5975
3,13,10,794,173,30.037,0,920.154,64.106,1355.573,1222.982,1136.4885
3,13,11,823,180,30.176,1,998.73,60.947,1498.847,1351.704,1287.343
3,13,12,829,182,30.02,1,997.643,61.044,1496.293,1349.412,1350.558
3,13,13,815,178,29.664,2,918.209,54.343,1428.015,1288.106,1318.759
3,13,14,777,168,29.226,2,769.147,50.123,1217.824,1098.923,1193.5145
3,13,15,706,151,28.765,2,563.409,44.199,903.049,814.323,956.623
3,13,16,576,123,28.277,1,325.828,39.101,503.073,450.466,632.3945
3,13,17,319,72,28.101,1,111.337,31.331,161.72,137.968,294.217
3,13,18,0,0,28.363,1,0,28.363,0,0,68.984
3,13,19,0,0,28.436,0,0,28.436,0,0,0
3,13,20,0,0,28.414,0,0,28.414,0,0,0
3,13,21,0,0,28.33,0,0,28.33,0,0,0
3,13,22,0,0,28.234,0,0,28.234,0,0,0
3,13,23,0,0,28.109,1,0,28.109,0,0,0
3,14,0,0,0,27.975,1,0,27.975,0,0,0
3,14,1,0,0,27.698,1,0,27.698,0,0,0
3,14,2,0,0,27.509,1,0,27.509,0,0,0
3,14,3,0,0,27.494,1,0,27.494,0,0,0
3,14,4,0,0,27.431,1,0,27.431,0,0,0
3,14,5,0,0,27.392,1,0,27.392,0,0,0
3,14,6,0,8,26.993,1,7.566,25.262,13.648,1.849,0.9245
3,14,7,108,121,26.759,1,165.356,30.125,284.401,250.487,126.168
3,14,8,362,221,28.066,1,458.559,41.098,757.316,682.038,466.2625
3,14,9,734,158,28.672,0,762.486,56.716,1167.64,1053.653,867.8455
3,14,10,791,172,29.273,0,915.351,63.252,1355.115,1222.57,1138.1115
3,14,11,819,180,29.516,1,993.455,60.177,1497.413,1350.417,1286.4935
3,14,12,825,182,29.413,1,992.163,60.319,1494.166,1347.503,1348.96
3,14,13,810,178,29.126,1,911.937,57.941,1390.394,1254.295,1300.899
3,14,14,773,168,28.84,1,764.131,53.428,1188.436,1072.417,1163.356
3,14,15,701,151,28.58,1,558.56,46.94,882.297,795.506,933.9615
3,14,16,572,122,28.494,0,321.689,43.243,485.727,434.63,615.068
3,14,17,127,84,28.415,0,99.562,33.505,159.562,135.987,285.3085
3,14,18,0,0,28.771,0,0,28.771,0,0,67.9935
3,14,19,0,0,28.796,0,0,28.796,0,0,0
3,14,20,0,0,28.669,1,0,28.669,0,0,0
3,14,21,0,0,28.454,1,0,28.454,0,0,0
3,14,22,0,0,28.239,1,0,28.239,0,0,0
3,14,23,0,0,28.003,1,0,28.003,0,0,0
3,15,0,0,0,27.731,1,0,27.731,0,0,0
3,15,1,0,0,27.522,1,0,27.522,0,0,0
3,15,2,0,0,27.383,1,0,27.383,0,0,0
3,15,3,0,0,27.168,1,0,27.168,0,0,0
3,15,4,0,0,27.011,2,0,27.011,0,0,0
3,15,5,0,0,26.946,2,0,26.946,0,0,0
3,15,6,0,9,26.903,2,8.513,25.527,15.336,3.403,1.7015
3,15,7,19,123,26.883,2,125.393,28.68,221.295,192.638,98.0205
3,15,8,58,226,27.305,2,256.612,32.962,444.729,397.182,294.91
3,15,9,730,158,28.06,1,758.469,50.042,1204.279,1086.708,741.945
3,15,10,567,283,29.057,1,819.13,54.553,1273.252,1148.878,1117.793
3,15,11,668,274,29.523,1,940.967,58.465,1431.976,1291.665,1220.2715
3,15,12,822,181,29.473,1,986.64,60.047,1488.108,1342.066,1316.8655
3,15,13,594,286,29.265,1,826.11,55.771,1274.972,1150.427,1246.2465
3,15,14,402,348,28.891,1,652.837,50.11,1036.002,934.719,1042.573
3,15,15,138,308,28.457,1,379.004,41.224,627.681,564.088,749.4035
3,15,16,429,171,28.272,1,317.031,38.032,502.238,449.704,506.896
3,15,17,181,83,28.122,1,104.49,31.095,164.608,140.62,295.162
3,15,18,0,0,28.339,1,0,28.339,0,0,70.31
3,15,19,0,0,28.382,1,0,28.382,0,0,0
3,15,20,0,0,28.289,2,0,28.289,0,0,0
3,15,21,0,0,28.113,2,0,28.113,0,0,0
3,15,22,0,0,27.905,2,0,27.905,0,0,0
3,15,23,0,0,27.651,2,0,27.651,0,0,0
3,16,0,0,0,27.434,2,0,27.434,0,0,0
3,16,1,0,0,27.23,2,0,27.23,0,0,0
3,16,2,0,0,27.095,2,0,27.095,0,0,0
3,16,3,0,0,27.033,2,0,27.033,0,0,0
3,16,4,0,0,27.011,2,0,27.011,0,0,0
3,16,5,0,0,26.966,2,0,26.966,0,0,0
3,16,6,0,8,26.937,2,7.566,25.536,13.63,1.833,0.9165
3,16,7,364,107,27.191,2,265.062,32.695,437.894,390.936,196.3845
3,16,8,629,134,28.114,2,543.796,41.589,891.252,803.627,597.2815
3,16,9,733,158,29.146,2,760.105,48.782,1214.936,1096.318,949.9725
3,16,10,642,273,30.049,1,877.958,57.076,1345.845,1214.231,1155.2745
3,16,11,818,180,30.44,1,989.682,60.809,1486.391,1340.525,1277.378
3,16,12,824,182,30.391,1,987.897,61.104,1481.122,1335.797,1338.161
3,16,13,810,178,30.102,0,908.239,64.863,1331.348,1201.186,1268.4915
3,16,14,772,168,29.714,0,759.31,59.904,1139.162,1027.947,1114.5665
3,16,15,700,151,29.307,0,553.925,52.646,848.118,764.5,896.2235
3,16,16,571,122,28.878,0,317.744,43.468,478.05,427.62,596.06
3,16,17,125,83,28.589,0,96.706,33.539,154.981,131.781,279.7005
3,16,18,0,0,28.648,1,0,28.648,0,0,65.8905
3,16,19,0,0,28.52,1,0,28.52,0,0,0
3,16,20,0,0,28.23,1,0,28.23,0,0,0
3,16,21,0,0,27.893,2,0,27.893,0,0,0
3,16,22,0,0,27.532,2,0,27.532,0,0,0
3,16,23,0,0,27.124,2,0,27.124,0,0,0
3,17,0,0,0,26.837,2,0,26.837,0,0,0
3,17,1,0,0,26.583,2,0,26.583,0,0,0
3,17,2,0,0,26.493,2,0,26.493,0,0,0
3,17,3,0,0,26.516,2,0,26.516,0,0,0
3,17,4,0,0,26.605,2,0,26.605,0,0,0
3,17,5,0,0,26.648,2,0,26.648,0,0,0
3,17,6,0,11,26.712,2,10.407,25.38,18.761,6.556,3.278
3,17,7,434,94,27.275,2,283.492,33.273,464.105,414.884,210.72
3,17,8,632,135,28.363,2,546.117,41.95,893.358,805.537,610.2105
3,17,9,735,158,29.518,2,760.904,49.17,1213.674,1095.181,950.359
3,17,10,792,173,30.526,1,914.003,58.487,1390.008,1253.949,1174.565
3,17,11,821,180,31.126,1,991.166,61.614,1481.843,1336.443,1295.196
3,17,12,827,182,31.247,1,989.091,61.937,1475.901,1331.109,1333.776
3,17,13,813,178,31.094,0,908.998,65.797,1325.212,1195.663,1263.386
3,17,14,775,168,30.778,0,759.478,60.898,1132.882,1022.276,1108.9695
3,17,15,704,151,30.197,0,554.098,53.497,844.079,760.835,891.5555
3,17,16,574,122,29.759,0,316.92,44.305,474.049,423.966,592.4005
3,17,17,0,26,29.419,0,24.662,31.619,43.154,29.001,226.4835
3,17,18,0,0,29.293,1,0,29.293,0,0,14.5005
3,17,19,0,0,29.142,1,0,29.142,0,0,0
3,17,20,0,0,29.082,0,0,29.082,0,0,0
3,17,21,0,0,29.045,0,0,29.045,0,0,0
3,17,22,0,0,28.834,0,0,28.834,0,0,0
3,17,23,0,0,28.823,0,0,28.823,0,0,0
3,18,0,0,0,28.628,0,0,28.628,0,0,0
3,18,1,0,0,28.419,0,0,28.419,0,0,0
3,18,2,0,0,28.233,0,0,28.233,0,0,0
3,18,3,0,0,28.101,0,0,28.101,0,0,0
3,18,4,0,0,27.902,1,0,27.902,0,0,0
3,18,5,0,0,27.707,1,0,27.707,0,0,0
3,18,6,0,10,27.506,1,9.46,25.861,17.015,4.949,2.4745
3,18,7,143,129,28.055,1,187.352,32.162,317.688,280.977,142.963
3,18,8,414,213,29.164,1,481.708,42.963,787.131,709.129,495.053
3,18,9,740,159,30.273,0,765.091,58.427,1160.416,1047.134,878.1315
3,18,10,797,173,31.19,0,917.473,65.09,1343.875,1212.458,1129.796
3,18,11,825,181,31.726,0,994.56,68.421,1429.44,1289.386,1250.922
3,18,12,831,182,31.905,0,991.2,68.834,1421.017,1281.818,1285.602
3,18,13,817,178,31.742,0,910.592,66.448,1322.453,1193.18,1237.499
3,18,14,779,168,31.212,0,760.345,61.334,1131.212,1020.768,1106.974
3,18,15,708,151,30.448,0,554.222,53.743,842.728,759.609,890.1885
3,18,16,397,183,30.215,1,313.604,40.636,491.817,440.19,599.8995
3,18,17,15,71,29.443,1,70.002,31.357,121.136,100.694,270.442
3,18,18,0,0,29.384,1,0,29.384,0,0,50.347
3,18,19,0,0,29.179,1,0,29.179,0,0,0
3,18,20,0,0,29.032,1,0,29.032,0,0,0
3,18,21,0,0,28.929,1,0,28.929,0,0,0
3,18,22,0,0,28.754,1,0,28.754,0,0,0
3,18,23,0,0,28.525,0,0,28.525,0,0,0
3,19,0,0,0,28.194,0,0,28.194,0,0,0
3,19,1,0,0,27.94,0,0,27.94,0,0,0
3,19,2,0,0,27.763,0,0,27.763,0,0,0
3,19,3,0,0,27.612,0,0,27.612,0,0,0
3,19,4,0,0,27.52,0,0,27.52,0,0,0
3,19,5,0,0,27.444,0,0,27.444,0,0,0
3,19,6,0,11,27.188,0,10.407,24.499,18.839,6.628,3.314
3,19,7,209,123,27.947,0,211.373,34.476,351.306,311.752,159.19
3,19,8,639,136,29.452,0,550.324,49.463,865.56,780.325,546.0385
3,19,9,741,159,30.337,0,765.024,58.843,1157.581,1044.575,912.45
3,19,10,766,191,30.931,1,905.249,58.654,1375.398,1240.812,1142.6935
3,19,11,825,181,31.287,1,993.011,61.782,1483.159,1337.625,1289.2185
3,19,12,831,182,31.308,1,989.396,62.008,1475.719,1330.946,1334.2855
3,19,13,816,178,31.004,1,907.702,59.578,1371.058,1236.91,1283.928
